# authority: IEEE Std 1003.1-2017 and The Open Group Base Specifications Issue 7, 2018 edition
# source: source member and assertion hashes are derived from the pinned SUSv4 Issue 7 archive
# derivation: every prose, list, and definition assertion in each selected source section, excluding Examples sections
# snapshot-count: 2644
# ordered-requirement-sha256: 27a3bac20484cf355b2f0ca9a9228ce0604cd19e252d5a9489cfc44269a05e0d
# q35_case invariant: open rows retain their parent probe; closed rows require an assertion-specific executable case
# state invariant: every recursive requirement is exactly open or closed and every open row has a falsifier
requirement	row	domain	parent	ordinal	assertion	assertion_sha256	implementation_requirement	q35_case	state	witness	next_action	falsifier
utility:batch.r005	utility:batch	utility	batch	5	None.	903ea500e7ccf842c1312b6c2f964e3e98ff146456cecec717e9a0e122bf735f	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r005_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r005.
utility:batch.r006	utility:batch	utility	batch	6	None.	903ea500e7ccf842c1312b6c2f964e3e98ff146456cecec717e9a0e122bf735f	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r006_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r006.
utility:batch.r007	utility:batch	utility	batch	7	The standard input shall be a text file consisting of commands acceptable to the shell command language described in Shell Command Language.	12ceb0444378fa609e79a3c58641b2c82e1dce168448f8af47a4ce73954f6042	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r007_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r007.
utility:batch.r008	utility:batch	utility	batch	8	[XSI] The text files at.allow and at.deny, which are located in an implementation-defined directory, shall contain zero or more user names, one per line, of users who are, respectively, authorized or denied access to the at and batch utilities.	1a06f3ef9d68ebc909912aaa2d1c47df007fd81c922d6898cef3aa65162299fd	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r008_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r008.
utility:batch.r009	utility:batch	utility	batch	9	The following environment variables shall affect the execution of batch:	901037f5b9c4069a953962291a05ff89f99656c5ec8cdd31682ba051ad9400eb	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r009_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r009.
utility:batch.r010	utility:batch	utility	batch	10	LANG	0d5d4ebd6f3086e733f2862137b0263b0545de5ea654b7e50bcd9b56575e6bba	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r010_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r010.
utility:batch.r011	utility:batch	utility	batch	11	Provide a default value for the internationalization variables that are unset or null. (See XBD Internationalization Variables for the precedence of internationalization variables used to determine the values of locale categories.)	e85fc338b0b3346c5eca37c188afab3ff3db74a6db58ed9847462e85aea797a2	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r011_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r011.
utility:batch.r012	utility:batch	utility	batch	12	LC_ALL	35f08b08f5e4598f9ff8f9db68d8def9f372b6ff91e4719502a8b2e75404a4a5	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r012_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r012.
utility:batch.r013	utility:batch	utility	batch	13	If set to a non-empty string value, override the values of all the other internationalization variables.	2beeea54f763955860d88024f9d14a8a9bb9a8294ec801b6587d70e8e41998c4	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r013_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r013.
utility:batch.r014	utility:batch	utility	batch	14	LC_CTYPE	fd9b65ffcebc1d1c2c0776b82f2f2d06a26f0255fec45f6e4e223ce7aa92691a	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r014_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r014.
utility:batch.r015	utility:batch	utility	batch	15	Determine the locale for the interpretation of sequences of bytes of text data as characters (for example, single-byte as opposed to multi-byte characters in arguments and input files).	eaf3221f72c90f91c884fa44bf14694a83e510232cb0e47c5da59b152ff26a8a	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r015_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r015.
utility:batch.r016	utility:batch	utility	batch	16	LC_MESSAGES	3169c5b2fbfb04a4a2c6f844d443a5dae55779722d6d3fb59e163f6bdc77a47c	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r016_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r016.
utility:batch.r017	utility:batch	utility	batch	17	Determine the locale that should be used to affect the format and contents of diagnostic messages written to standard error and informative messages written to standard output.	0dcff36adcc17c800cf1b0287f9ba714b8f6b0bf26fdc52b4c4c7a9c3e2fba10	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r017_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r017.
utility:batch.r018	utility:batch	utility	batch	18	LC_TIME	efdeb0ab14bfc4014ccb02086ea135172efce14223bc0176df795d79e7f8eda5	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r018_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r018.
utility:batch.r019	utility:batch	utility	batch	19	Determine the format and contents for date and time strings written by batch.	899008b36e902b3f4f96760042e9f8a6a9b194813a06ed17258048a91984e9b2	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r019_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r019.
utility:batch.r020	utility:batch	utility	batch	20	NLSPATH	3032043b2b426e42b95e37ba4805bfd9c0ac10de38de035ff2165fbfa886ad39	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r020_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r020.
utility:batch.r021	utility:batch	utility	batch	21	[XSI] Determine the location of message catalogs for the processing of LC_MESSAGES.	ef2cb0cf509673d545e0f4f73e2a9d2716d428881b0bb6cdba70783d6436420a	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r021_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r021.
utility:batch.r022	utility:batch	utility	batch	22	SHELL	665d998270647c7ad8e0914d20424f5393bb87111100034ba3279dc73899d171	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r022_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r022.
utility:batch.r023	utility:batch	utility	batch	23	Determine the name of a command interpreter to be used to invoke the at-job. If the variable is unset or null, sh shall be used. If it is set to a value other than a name for sh, the implementation shall do one of the following: use that shell; use sh; use the login shell from the user database; any of the preceding accompanied by a warning diagnostic about which was chosen.	c3f829b07c62c4e692dc4e0b63878e1739492e892c05309086ed44ba713f0fcd	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r023_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r023.
utility:batch.r024	utility:batch	utility	batch	24	TZ	adc13647bd54e8c8d9ee492a88268de8b8f6c748d616f321e79117c3bf650449	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r024_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r024.
utility:batch.r025	utility:batch	utility	batch	25	Determine the timezone. The job shall be submitted for execution at the time specified by timespec or -t time relative to the timezone specified by the TZ variable. If timespec specifies a timezone, it overrides TZ. If timespec does not specify a timezone and TZ is unset or null, an unspecified default timezone shall be used.	fdb5901dc506538812e3d81802892f4b326bd6bac894b04c418de1e0a18a514f	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r025_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r025.
utility:batch.r026	utility:batch	utility	batch	26	Default.	df324cf0dd55811739de9296ba43f61ee6290a63b6d56c4843530429ddee1dc5	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r026_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r026.
utility:batch.r027	utility:batch	utility	batch	27	When standard input is a terminal, prompts of unspecified format for each line of the user input described in the STDIN section may be written to standard output.	9cc651f7ce339b693c3cdd90ffc7c4102a61c9154ef7f4293ef016c5a1247db3	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r027_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r027.
utility:batch.r028	utility:batch	utility	batch	28	The following shall be written to standard error when a job has been successfully submitted:	10545c6db7ee6c1d1b1be2abb714860aa6c0e85ba8f7528f2cddd6e2dc28d2cf	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r028_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r028.
utility:batch.r029	utility:batch	utility	batch	29	where date shall be equivalent in format to the output of:	553d4811262542f4d53c972347d136121b8e119d0f911b614f5a5385971cd1a7	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r029_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r029.
utility:batch.r030	utility:batch	utility	batch	30	The date and time written shall be adjusted so that they appear in the timezone of the user (as determined by the TZ variable).	53feba6aa9454aa948b1a586b8e266ca437092767aed4db8da7ae29d55899d1d	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r030_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r030.
utility:batch.r031	utility:batch	utility	batch	31	Neither this, nor warning messages concerning the selection of the command interpreter, are considered a diagnostic that changes the exit status.	ca1966f4bbbfbdd770e440d0a57f596f9291dcdaf30c6f4884e6e27c9019438b	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r031_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r031.
utility:batch.r032	utility:batch	utility	batch	32	Diagnostic messages, if any, shall be written to standard error.	8556ec8523b17701d26c5daca6f828d442ad421712343d1892fda027b9280102	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r032_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r032.
utility:batch.r033	utility:batch	utility	batch	33	None.	903ea500e7ccf842c1312b6c2f964e3e98ff146456cecec717e9a0e122bf735f	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r033_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r033.
utility:batch.r034	utility:batch	utility	batch	34	None.	903ea500e7ccf842c1312b6c2f964e3e98ff146456cecec717e9a0e122bf735f	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r034_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r034.
utility:batch.r035	utility:batch	utility	batch	35	The following exit values shall be returned:	a16f909696ef6c379b520b8517c6f3262787e21c869e549b99ce363701b50c09	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r035_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r035.
utility:batch.r036	utility:batch	utility	batch	36	0	5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r036_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r036.
utility:batch.r037	utility:batch	utility	batch	37	Successful completion.	4f273962ebf7ae3e98921571650897a38fc2c8546098190c2cecd1fca1984c67	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r037_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r037.
utility:batch.r038	utility:batch	utility	batch	38	>0	d6e2bb8cd4629449353a28ae909ef35537271f1c26d386a43201368fe600fee9	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r038_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r038.
utility:batch.r039	utility:batch	utility	batch	39	An error occurred.	cf03797adcae3a3d1dcaa178667e0d8a80229972d6cda3d2b4249baa0621d609	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r039_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r039.
utility:batch.r040	utility:batch	utility	batch	40	The job shall not be scheduled.	2463920228e5ec9e12f7b6542ca7eee109d54038086fdee99a1cf67a817a470b	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r040_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r040.
utility:batch.r041	utility:batch	utility	batch	41	It may be useful to redirect standard output within the specified commands.	b64de055fa6e335dcda9a9a1a136bf0478c31aee804b3fb73f4501e58df5e758	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r041_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r041.
utility:batch.r042	utility:batch	utility	batch	42	Early proposals described batch in a manner totally separated from at, even though the historical model treated it almost as a synonym for at -qb. A number of features were added to list and control batch work separately from those in at. Upon further reflection, it was decided that the benefit of this did not merit the change to the historical interface.	812a7c8435add3464969b76692301d5c0b0bae48d57861373be9a04973c0ddf7	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r042_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r042.
utility:batch.r043	utility:batch	utility	batch	43	The -m option was included on the equivalent at command because it is historical practice to mail results to the submitter, even if all job-produced output is redirected. As explained in the RATIONALE for at, the now keyword submits the job for immediate execution (after scheduling delays), despite some historical systems where at now would have been considered an error.	4d0ea6a15bf2491f7ef30cda74fb4b2e5652d246d98f9087990355ceeec6f0cc	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r043_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r043.
utility:batch.r044	utility:batch	utility	batch	44	None.	903ea500e7ccf842c1312b6c2f964e3e98ff146456cecec717e9a0e122bf735f	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r044_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r044.
utility:batch.r045	utility:batch	utility	batch	45	at	b1d6b91b67c2afa5e322988d9462638d354ddf8a1ef79dba987f815c22b4baee	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r045_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r045.
utility:batch.r046	utility:batch	utility	batch	46	XBD Environment Variables	6ef776811af3c8d461e513a21adc684e564c00eedad0e609822834ea894a9b8b	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r046_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r046.
utility:batch.r047	utility:batch	utility	batch	47	First released in Issue 2.	da71850af5757e581103f6eb6e01b7df86a1eed9193dee3449cdbb65522c66a5	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r047_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r047.
utility:batch.r048	utility:batch	utility	batch	48	This utility is marked as part of the User Portability Utilities option.	42b26d948921852f21c107bef88a4f161c833042f1782451a487287c875e22a1	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r048_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r048.
utility:batch.r049	utility:batch	utility	batch	49	The NAME is changed to align with the IEEE P1003.2b draft standard.	c8ed7e6a68f506328b6b7b0efde22e921c145a25358348ffda606cb486014c06	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r049_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r049.
utility:batch.r050	utility:batch	utility	batch	50	The normative text is reworded to avoid use of the term "must" for application requirements.	0d438b29952b888f84191f3cdeacf4a3c5c526acc4d098a0064ff0a26ee27fa7	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r050_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r050.
utility:batch.r051	utility:batch	utility	batch	51	The batch utility is moved from the User Portability Utilities option to the Base. User Portability Utilities is now an option for interactive utilities.	d80c5342712d0afabd3cfac1c4855c0cdf4eb9c4134955d66767b82a83e5aaac	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r051_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r051.
utility:batch.r052	utility:batch	utility	batch	52	SD5-XCU-ERN-95 is applied, removing the references to fixed locations for the files referenced by the batch utility.	4f3382c2d1b32d9de8f74ffd2dbb0e128e80f69bcabc96bd5b0b3719e2084c8a	Implement the complete SUSv4 Issue 7 batch utility contract, including options, operands, errors, environment, output, and exit status.	utility:batch.q35	open	missing:utility:batch.r052_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:batch.r052.
utility:bc.r001	utility:bc	utility	bc	1	bc [-l] [file...]	99590c704676eea55b02e8c66ab189af20b859a7984fdce0486966bb1e7e4c6c	Implement the complete SUSv4 Issue 7 bc utility contract, including options, operands, errors, environment, output, and exit status.	utility:bc.q35	open	missing:utility:bc.r001_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:bc.r001.
utility:bc.r002	utility:bc	utility	bc	2	The bc utility shall implement an arbitrary precision calculator. It shall take input from any files given, then read from the standard input. If the standard input and standard output to bc are attached to a terminal, the invocation of bc shall be considered to be interactive, causing behavioral constraints described in the following sections.	7203e32942767ee1ea283772fa3256bdc1038d62df85608db987d4b39dc3d200	Implement the complete SUSv4 Issue 7 bc utility contract, including options, operands, errors, environment, output, and exit status.	utility:bc.q35	open	missing:utility:bc.r002_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:bc.r002.
utility:bc.r003	utility:bc	utility	bc	3	The bc utility shall conform to XBD Utility Syntax Guidelines .	65b289129109e62c5bf884393022076f8152a75241896a7f537312cef7cb5670	Implement the complete SUSv4 Issue 7 bc utility contract, including options, operands, errors, environment, output, and exit status.	utility:bc.q35	open	missing:utility:bc.r003_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:bc.r003.
utility:bc.r004	utility:bc	utility	bc	4	The following option shall be supported:	07b1b4f86b3d5a9928d3d589698c19e8ca8b788d9c5fc68bbc367cf2d4d5cbb2	Implement the complete SUSv4 Issue 7 bc utility contract, including options, operands, errors, environment, output, and exit status.	utility:bc.q35	open	missing:utility:bc.r004_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:bc.r004.
utility:bc.r005	utility:bc	utility	bc	5	-l	8d29a0f35918ca625667b2858e1c366e227ecbb424c5b30d008a1b2ec709e6d2	Implement the complete SUSv4 Issue 7 bc utility contract, including options, operands, errors, environment, output, and exit status.	utility:bc.q35	open	missing:utility:bc.r005_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:bc.r005.
utility:bc.r006	utility:bc	utility	bc	6	(The letter ell.) Define the math functions and initialize scale to 20, instead of the default zero; see the EXTENDED DESCRIPTION section.	fc4eafb67adce0bc9af81de262749be65d7d84f963514b509f56b26c831a0cf8	Implement the complete SUSv4 Issue 7 bc utility contract, including options, operands, errors, environment, output, and exit status.	utility:bc.q35	open	missing:utility:bc.r006_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:bc.r006.
utility:bc.r007	utility:bc	utility	bc	7	The following operand shall be supported:	2bb1fae72024bf8655d4dac2371cc88c5ab3b791076d0d7d1eff63bbae3cb013	Implement the complete SUSv4 Issue 7 bc utility contract, including options, operands, errors, environment, output, and exit status.	utility:bc.q35	open	missing:utility:bc.r007_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:bc.r007.
utility:bc.r008	utility:bc	utility	bc	8	file	3b9c358f36f0a31b6ad3e14f309c7cf198ac9246e8316f9ce543d5b19ac02b80	Implement the complete SUSv4 Issue 7 bc utility contract, including options, operands, errors, environment, output, and exit status.	utility:bc.q35	open	missing:utility:bc.r008_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:bc.r008.
utility:bc.r009	utility:bc	utility	bc	9	A pathname of a text file containing bc program statements. After all files have been read, bc shall read the standard input.	3f753a405a7eea5d5c74c83237b562c040019e2f4991381c230195a1c179c0c7	Implement the complete SUSv4 Issue 7 bc utility contract, including options, operands, errors, environment, output, and exit status.	utility:bc.q35	open	missing:utility:bc.r009_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:bc.r009.
