# authority: IEEE Std 1003.1-2017 and The Open Group Base Specifications Issue 7, 2018 edition
# source: susv4-2018/utilities/V3_chap02.html
# derivation: every prose, list, and definition assertion in each selected parent section, excluding Examples sections
# snapshot-count: 724
# ordered-requirement-sha256: da00cbb9b7af9b288ad1ae2e533a0c5076e3729b0068a176e968cb36f41ae6c3
# state invariant: every recursive requirement is exactly open or closed and every open row has a falsifier
requirement	parent	ordinal	assertion	assertion_sha256	implementation_requirement	state	witness	next_action	falsifier
tag_18_07.r017	tag_18_07	17	The general format for appending redirected output is as follows:	1b95b797059cbf9ba6784645dac2f18d22588d149b64aea3403aba6b36eb03dc	Apply redirections in lexical order with expansion, descriptor lifetime, error, and command-execution semantics defined by the standard.	open	missing:tag_18_07.r017_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_07.r017.
tag_18_07.r018	tag_18_07	18	where the optional n represents the file descriptor number. If the number is omitted, the redirection refers to standard output (file descriptor 1).	8024ddc57462fafea25bc101fcfc5a540be354b4fbf77ae26a63e82033378326	Apply redirections in lexical order with expansion, descriptor lifetime, error, and command-execution semantics defined by the standard.	open	missing:tag_18_07.r018_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_07.r018.
tag_18_07.r019	tag_18_07	19	The redirection operators "<<" and "<<-" both allow redirection of subsequent lines read by the shell to the input of a command. The redirected lines are known as a "here-document".	6db95c17488ea31bf6515229f348211ce9fd4d949b24ba9e227362407a6aa3a7	Apply redirections in lexical order with expansion, descriptor lifetime, error, and command-execution semantics defined by the standard.	open	missing:tag_18_07.r019_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_07.r019.
tag_18_07.r020	tag_18_07	20	The here-document shall be treated as a single word that begins after the next <newline> and continues until there is a line containing only the delimiter and a <newline>, with no <blank> characters in between. Then the next here-document starts, if there is one. The format is as follows:	37e48fbabe4c3d234f66406498c613dff3373dc3c8c3099b33588c2d10287c07	Apply redirections in lexical order with expansion, descriptor lifetime, error, and command-execution semantics defined by the standard.	open	missing:tag_18_07.r020_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_07.r020.
tag_18_07.r021	tag_18_07	21	where the optional n represents the file descriptor number. If the number is omitted, the here-document refers to standard input (file descriptor 0). It is unspecified whether the file descriptor is opened as a regular file, a special file, or a pipe. Portable applications cannot rely on the file descriptor being seekable (see XSH lseek).	06b448b2eae66673462c9d8f8a9e95fef50dd032bcc0448a8f298d53f4ce55f0	Apply redirections in lexical order with expansion, descriptor lifetime, error, and command-execution semantics defined by the standard.	open	missing:tag_18_07.r021_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_07.r021.
tag_18_07.r022	tag_18_07	22	If any part of word is quoted, the delimiter shall be formed by performing quote removal on word, and the here-document lines shall not be expanded. Otherwise, the delimiter shall be the word itself.	c7900c9c5d6b91d6eeca90a5a38b15987cdf0a2fe8dfc8c8415e811bb8e2cb1f	Apply redirections in lexical order with expansion, descriptor lifetime, error, and command-execution semantics defined by the standard.	open	missing:tag_18_07.r022_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_07.r022.
tag_18_07.r023	tag_18_07	23	If no part of word is quoted, all lines of the here-document shall be expanded for parameter expansion, command substitution, and arithmetic expansion. In this case, the <backslash> in the input behaves as the <backslash> inside double-quotes (see Double-Quotes). However, the double-quote character ( ' )' shall not be treated specially within a here-document, except when the double-quote appears within "$()", "``", or "${}".	b23d206a92aac0e0d8c0f7bccc5b855ed11ed3f063df8e8e17f01a4f3b01e7ae	Apply redirections in lexical order with expansion, descriptor lifetime, error, and command-execution semantics defined by the standard.	open	missing:tag_18_07.r023_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_07.r023.
tag_18_07.r024	tag_18_07	24	If the redirection operator is "<<-", all leading <tab> characters shall be stripped from input lines and the line containing the trailing delimiter. If more than one "<<" or "<<-" operator is specified on a line, the here-document associated with the first operator shall be supplied first by the application and shall be read first by the shell.	1a7f969f95101bf6722da844a78fe74f2217853c6e51fc15ef401d00c7234ac6	Apply redirections in lexical order with expansion, descriptor lifetime, error, and command-execution semantics defined by the standard.	open	missing:tag_18_07.r024_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_07.r024.
tag_18_07.r025	tag_18_07	25	When a here-document is read from a terminal device and the shell is interactive, it shall write the contents of the variable PS2, processed as described in Shell Variables, to standard error before reading each line of input until the delimiter has been recognized.	f080dcea3e93d3fc74c34f273d77c513551f326dca4abbbea86719999db7b185	Apply redirections in lexical order with expansion, descriptor lifetime, error, and command-execution semantics defined by the standard.	open	missing:tag_18_07.r025_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_07.r025.
tag_18_07.r026	tag_18_07	26	The redirection operator:	3c1c1569ec1e4d9430820dc3962472275092ea18ae30b60dbe21ee1ed730b5e8	Apply redirections in lexical order with expansion, descriptor lifetime, error, and command-execution semantics defined by the standard.	open	missing:tag_18_07.r026_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_07.r026.
tag_18_07.r027	tag_18_07	27	shall duplicate one input file descriptor from another, or shall close one. If word evaluates to one or more digits, the file descriptor denoted by n, or standard input if n is not specified, shall be made to be a copy of the file descriptor denoted by word; if the digits in word do not represent a file descriptor already open for input, a redirection error shall result; see Consequences of Shell Errors. If word evaluates to '-', file descriptor n, or standard input if n is not specified, shall be closed. Attempts to close a file descriptor that is not open shall not constitute an error. If word evaluates to something else, the behavior is unspecified.	3b2bed010b7e50497dba510781623caab9f9cf7cd310fa4280edaae96bb29bbb	Apply redirections in lexical order with expansion, descriptor lifetime, error, and command-execution semantics defined by the standard.	open	missing:tag_18_07.r027_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_07.r027.
tag_18_07.r028	tag_18_07	28	The redirection operator:	3c1c1569ec1e4d9430820dc3962472275092ea18ae30b60dbe21ee1ed730b5e8	Apply redirections in lexical order with expansion, descriptor lifetime, error, and command-execution semantics defined by the standard.	open	missing:tag_18_07.r028_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_07.r028.
tag_18_07.r029	tag_18_07	29	shall duplicate one output file descriptor from another, or shall close one. If word evaluates to one or more digits, the file descriptor denoted by n, or standard output if n is not specified, shall be made to be a copy of the file descriptor denoted by word; if the digits in word do not represent a file descriptor already open for output, a redirection error shall result; see Consequences of Shell Errors. If word evaluates to '-', file descriptor n, or standard output if n is not specified, is closed. Attempts to close a file descriptor that is not open shall not constitute an error. If word evaluates to something else, the behavior is unspecified.	8d35d54691b0562ce9e4ce98f7d6e6402087fb8c59e96827ce9cabd05ed89d79	Apply redirections in lexical order with expansion, descriptor lifetime, error, and command-execution semantics defined by the standard.	open	missing:tag_18_07.r029_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_07.r029.
tag_18_07.r030	tag_18_07	30	The redirection operator:	3c1c1569ec1e4d9430820dc3962472275092ea18ae30b60dbe21ee1ed730b5e8	Apply redirections in lexical order with expansion, descriptor lifetime, error, and command-execution semantics defined by the standard.	open	missing:tag_18_07.r030_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_07.r030.
tag_18_07.r031	tag_18_07	31	shall cause the file whose name is the expansion of word to be opened for both reading and writing on the file descriptor denoted by n, or standard input if n is not specified. If the file does not exist, it shall be created.	2149c183dc7e59a47459e62b931402c49482dcef670e1b5a30d231b5d176e5ef	Apply redirections in lexical order with expansion, descriptor lifetime, error, and command-execution semantics defined by the standard.	open	missing:tag_18_07.r031_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_07.r031.
tag_18_07_01.r001	tag_18_07_01	1	Input redirection shall cause the file whose name results from the expansion of word to be opened for reading on the designated file descriptor, or standard input if the file descriptor is not specified.	3ef4e1b03776aaa455460a9a9bafeee119cdd9727e864071e62f6a551aff6465	Open and attach input files with the required pathname expansion, descriptor replacement, failure status, and close-on-command behavior.	open	missing:tag_18_07_01.r001_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_07_01.r001.
tag_18_07_01.r002	tag_18_07_01	2	The general format for redirecting input is:	3cbc9b1fe40b5260b03deca85915efd84ad17fd981bbd814ecf10b34366e154e	Open and attach input files with the required pathname expansion, descriptor replacement, failure status, and close-on-command behavior.	open	missing:tag_18_07_01.r002_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_07_01.r002.
tag_18_07_01.r003	tag_18_07_01	3	where the optional n represents the file descriptor number. If the number is omitted, the redirection shall refer to standard input (file descriptor 0).	847aaae28dfbdef566dd0b3ff4911789a1fd24c499dac8a28628f8e9d4c525f9	Open and attach input files with the required pathname expansion, descriptor replacement, failure status, and close-on-command behavior.	open	missing:tag_18_07_01.r003_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_07_01.r003.
tag_18_07_02.r001	tag_18_07_02	1	The two general formats for redirecting output are:	b729516886454eb3704855d73a90dcd0f218615404b3908079476f4b0ba8d28a	Open and attach output files with noclobber and clobber override semantics, truncation, creation, failure, and descriptor replacement.	open	missing:tag_18_07_02.r001_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_07_02.r001.
tag_18_07_02.r002	tag_18_07_02	2	where the optional n represents the file descriptor number. If the number is omitted, the redirection shall refer to standard output (file descriptor 1).	50a2f5f2b3c31170ed0cfd3ff5cea100628618fcfee5c65966bdbd2102e0578c	Open and attach output files with noclobber and clobber override semantics, truncation, creation, failure, and descriptor replacement.	open	missing:tag_18_07_02.r002_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_07_02.r002.
tag_18_07_02.r003	tag_18_07_02	3	Output redirection using the '>' format shall fail if the noclobber option is set (see the description of set -C) and the file named by the expansion of word exists and is a regular file. Otherwise, redirection using the '>' or ">|" formats shall cause the file whose name results from the expansion of word to be created and opened for output on the designated file descriptor, or standard output if none is specified. If the file does not exist, it shall be created; otherwise, it shall be truncated to be an empty file after being opened.	c7966500d30a4ae86e2ec005be432e486ff3565642ff241280751ccc637fa979	Open and attach output files with noclobber and clobber override semantics, truncation, creation, failure, and descriptor replacement.	open	missing:tag_18_07_02.r003_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_07_02.r003.
tag_18_07_03.r001	tag_18_07_03	1	Appended output redirection shall cause the file whose name results from the expansion of word to be opened for output on the designated file descriptor. The file is opened as if the open() function as defined in the System Interfaces volume of POSIX.1-2017 was called with the O_APPEND flag. If the file does not exist, it shall be created.	d9a42825640157f4cb5e69ff5c0a6acb4bd52dc99a8d229009a7ed94836d279f	Open output files in append mode with atomic append positioning and the specified failure and descriptor behavior.	open	missing:tag_18_07_03.r001_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_07_03.r001.
tag_18_07_03.r002	tag_18_07_03	2	The general format for appending redirected output is as follows:	1b95b797059cbf9ba6784645dac2f18d22588d149b64aea3403aba6b36eb03dc	Open output files in append mode with atomic append positioning and the specified failure and descriptor behavior.	open	missing:tag_18_07_03.r002_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_07_03.r002.
tag_18_07_03.r003	tag_18_07_03	3	where the optional n represents the file descriptor number. If the number is omitted, the redirection refers to standard output (file descriptor 1).	8024ddc57462fafea25bc101fcfc5a540be354b4fbf77ae26a63e82033378326	Open output files in append mode with atomic append positioning and the specified failure and descriptor behavior.	open	missing:tag_18_07_03.r003_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_07_03.r003.
tag_18_07_04.r001	tag_18_07_04	1	The redirection operators "<<" and "<<-" both allow redirection of subsequent lines read by the shell to the input of a command. The redirected lines are known as a "here-document".	6db95c17488ea31bf6515229f348211ce9fd4d949b24ba9e227362407a6aa3a7	Parse here-document delimiters after quote removal, collect bodies in source order, apply tab stripping and expansion rules, and report errors.	open	missing:tag_18_07_04.r001_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_07_04.r001.
tag_18_07_04.r002	tag_18_07_04	2	The here-document shall be treated as a single word that begins after the next <newline> and continues until there is a line containing only the delimiter and a <newline>, with no <blank> characters in between. Then the next here-document starts, if there is one. The format is as follows:	37e48fbabe4c3d234f66406498c613dff3373dc3c8c3099b33588c2d10287c07	Parse here-document delimiters after quote removal, collect bodies in source order, apply tab stripping and expansion rules, and report errors.	open	missing:tag_18_07_04.r002_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_07_04.r002.
tag_18_07_04.r003	tag_18_07_04	3	where the optional n represents the file descriptor number. If the number is omitted, the here-document refers to standard input (file descriptor 0). It is unspecified whether the file descriptor is opened as a regular file, a special file, or a pipe. Portable applications cannot rely on the file descriptor being seekable (see XSH lseek).	06b448b2eae66673462c9d8f8a9e95fef50dd032bcc0448a8f298d53f4ce55f0	Parse here-document delimiters after quote removal, collect bodies in source order, apply tab stripping and expansion rules, and report errors.	open	missing:tag_18_07_04.r003_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_07_04.r003.
tag_18_07_04.r004	tag_18_07_04	4	If any part of word is quoted, the delimiter shall be formed by performing quote removal on word, and the here-document lines shall not be expanded. Otherwise, the delimiter shall be the word itself.	c7900c9c5d6b91d6eeca90a5a38b15987cdf0a2fe8dfc8c8415e811bb8e2cb1f	Parse here-document delimiters after quote removal, collect bodies in source order, apply tab stripping and expansion rules, and report errors.	open	missing:tag_18_07_04.r004_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_07_04.r004.
tag_18_07_04.r005	tag_18_07_04	5	If no part of word is quoted, all lines of the here-document shall be expanded for parameter expansion, command substitution, and arithmetic expansion. In this case, the <backslash> in the input behaves as the <backslash> inside double-quotes (see Double-Quotes). However, the double-quote character ( ' )' shall not be treated specially within a here-document, except when the double-quote appears within "$()", "``", or "${}".	b23d206a92aac0e0d8c0f7bccc5b855ed11ed3f063df8e8e17f01a4f3b01e7ae	Parse here-document delimiters after quote removal, collect bodies in source order, apply tab stripping and expansion rules, and report errors.	open	missing:tag_18_07_04.r005_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_07_04.r005.
tag_18_07_04.r006	tag_18_07_04	6	If the redirection operator is "<<-", all leading <tab> characters shall be stripped from input lines and the line containing the trailing delimiter. If more than one "<<" or "<<-" operator is specified on a line, the here-document associated with the first operator shall be supplied first by the application and shall be read first by the shell.	1a7f969f95101bf6722da844a78fe74f2217853c6e51fc15ef401d00c7234ac6	Parse here-document delimiters after quote removal, collect bodies in source order, apply tab stripping and expansion rules, and report errors.	open	missing:tag_18_07_04.r006_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_07_04.r006.
tag_18_07_04.r007	tag_18_07_04	7	When a here-document is read from a terminal device and the shell is interactive, it shall write the contents of the variable PS2, processed as described in Shell Variables, to standard error before reading each line of input until the delimiter has been recognized.	f080dcea3e93d3fc74c34f273d77c513551f326dca4abbbea86719999db7b185	Parse here-document delimiters after quote removal, collect bodies in source order, apply tab stripping and expansion rules, and report errors.	open	missing:tag_18_07_04.r007_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_07_04.r007.
tag_18_07_05.r001	tag_18_07_05	1	The redirection operator:	3c1c1569ec1e4d9430820dc3962472275092ea18ae30b60dbe21ee1ed730b5e8	Duplicate input descriptors with the required numeric validation, closure, redirection order, and error status behavior.	open	missing:tag_18_07_05.r001_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_07_05.r001.
tag_18_07_05.r002	tag_18_07_05	2	shall duplicate one input file descriptor from another, or shall close one. If word evaluates to one or more digits, the file descriptor denoted by n, or standard input if n is not specified, shall be made to be a copy of the file descriptor denoted by word; if the digits in word do not represent a file descriptor already open for input, a redirection error shall result; see Consequences of Shell Errors. If word evaluates to '-', file descriptor n, or standard input if n is not specified, shall be closed. Attempts to close a file descriptor that is not open shall not constitute an error. If word evaluates to something else, the behavior is unspecified.	3b2bed010b7e50497dba510781623caab9f9cf7cd310fa4280edaae96bb29bbb	Duplicate input descriptors with the required numeric validation, closure, redirection order, and error status behavior.	open	missing:tag_18_07_05.r002_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_07_05.r002.
tag_18_07_06.r001	tag_18_07_06	1	The redirection operator:	3c1c1569ec1e4d9430820dc3962472275092ea18ae30b60dbe21ee1ed730b5e8	Duplicate output descriptors with the required numeric validation, closure, redirection order, and error status behavior.	open	missing:tag_18_07_06.r001_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_07_06.r001.
tag_18_07_06.r002	tag_18_07_06	2	shall duplicate one output file descriptor from another, or shall close one. If word evaluates to one or more digits, the file descriptor denoted by n, or standard output if n is not specified, shall be made to be a copy of the file descriptor denoted by word; if the digits in word do not represent a file descriptor already open for output, a redirection error shall result; see Consequences of Shell Errors. If word evaluates to '-', file descriptor n, or standard output if n is not specified, is closed. Attempts to close a file descriptor that is not open shall not constitute an error. If word evaluates to something else, the behavior is unspecified.	8d35d54691b0562ce9e4ce98f7d6e6402087fb8c59e96827ce9cabd05ed89d79	Duplicate output descriptors with the required numeric validation, closure, redirection order, and error status behavior.	open	missing:tag_18_07_06.r002_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_07_06.r002.
tag_18_07_07.r001	tag_18_07_07	1	The redirection operator:	3c1c1569ec1e4d9430820dc3962472275092ea18ae30b60dbe21ee1ed730b5e8	Open descriptors for simultaneous reading and writing with the required mode, positioning, errors, and command lifetime.	open	missing:tag_18_07_07.r001_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_07_07.r001.
tag_18_07_07.r002	tag_18_07_07	2	shall cause the file whose name is the expansion of word to be opened for both reading and writing on the file descriptor denoted by n, or standard input if n is not specified. If the file does not exist, it shall be created.	2149c183dc7e59a47459e62b931402c49482dcef670e1b5a30d231b5d176e5ef	Open descriptors for simultaneous reading and writing with the required mode, positioning, errors, and command lifetime.	open	missing:tag_18_07_07.r002_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_07_07.r002.
tag_18_08.r001	tag_18_08	1	Certain errors shall cause the shell to write a diagnostic message to standard error and exit as shown in the following table:	f5a7d87b95f3d63aa2de540d975fbccf8564c4864e121da701a99e5ae302824a	Return command statuses and handle shell errors without masking specified diagnostics, abort behavior, or continuation behavior.	open	missing:tag_18_08.r001_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_08.r001.
tag_18_08.r002	tag_18_08	2	Error	54a0e8c17ebb21a11f8a25b8042786ef7efe52441e6cc87e92c67e0c4c0c6e78	Return command statuses and handle shell errors without masking specified diagnostics, abort behavior, or continuation behavior.	open	missing:tag_18_08.r002_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_08.r002.
tag_18_08.r003	tag_18_08	3	Non-Interactive Shell	7a1de284311e867c96f04add2178594002189f84598bc64e9dbd5e44ca2784ff	Return command statuses and handle shell errors without masking specified diagnostics, abort behavior, or continuation behavior.	open	missing:tag_18_08.r003_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_08.r003.
tag_18_08.r004	tag_18_08	4	Interactive Shell	8daa4a9fafec1af36d6c76c8cbd0716872321440af9dfa9472aa14c747e35f0a	Return command statuses and handle shell errors without masking specified diagnostics, abort behavior, or continuation behavior.	open	missing:tag_18_08.r004_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_08.r004.
tag_18_08.r005	tag_18_08	5	Shell Diagnostic Message Required	4fcc2104577de17f3b22d347754134d245ab028827c93070f16e99d5a69656a8	Return command statuses and handle shell errors without masking specified diagnostics, abort behavior, or continuation behavior.	open	missing:tag_18_08.r005_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_08.r005.
tag_18_08.r006	tag_18_08	6	Shell language syntax error	e0b75649a7911df3e9a9e8680273ba2ae65665eefd00d35d53e0afb20a2f22c8	Return command statuses and handle shell errors without masking specified diagnostics, abort behavior, or continuation behavior.	open	missing:tag_18_08.r006_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_08.r006.
tag_18_08.r007	tag_18_08	7	shall exit	2ecb0e5145b339706c7b8be6238ff31670009b0db74e67d9ffdd848f18025245	Return command statuses and handle shell errors without masking specified diagnostics, abort behavior, or continuation behavior.	open	missing:tag_18_08.r007_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_08.r007.
tag_18_08.r008	tag_18_08	8	shall not exit	642eb10df1a7172dc591ffacb5165a3c8f107d8562ada24ccfaf75ce3f3ce770	Return command statuses and handle shell errors without masking specified diagnostics, abort behavior, or continuation behavior.	open	missing:tag_18_08.r008_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_08.r008.
tag_18_08.r009	tag_18_08	9	yes	8a798890fe93817163b10b5f7bd2ca4d25d84c52739a645a889c173eee7d9d3d	Return command statuses and handle shell errors without masking specified diagnostics, abort behavior, or continuation behavior.	open	missing:tag_18_08.r009_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_08.r009.
tag_18_08.r010	tag_18_08	10	Special built-in utility error	bc9a9cc7c80d22c835009655e56a3a461260f38f33370a6b982039356383d8dd	Return command statuses and handle shell errors without masking specified diagnostics, abort behavior, or continuation behavior.	open	missing:tag_18_08.r010_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_08.r010.
tag_18_08.r011	tag_18_08	11	shall exit	2ecb0e5145b339706c7b8be6238ff31670009b0db74e67d9ffdd848f18025245	Return command statuses and handle shell errors without masking specified diagnostics, abort behavior, or continuation behavior.	open	missing:tag_18_08.r011_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_08.r011.
tag_18_08.r012	tag_18_08	12	shall not exit	642eb10df1a7172dc591ffacb5165a3c8f107d8562ada24ccfaf75ce3f3ce770	Return command statuses and handle shell errors without masking specified diagnostics, abort behavior, or continuation behavior.	open	missing:tag_18_08.r012_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_08.r012.
tag_18_08.r013	tag_18_08	13	no1	cd2aa329441d5e747232000741613fc519752beabfb400acbc7c8a973be2620e	Return command statuses and handle shell errors without masking specified diagnostics, abort behavior, or continuation behavior.	open	missing:tag_18_08.r013_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_08.r013.
tag_18_08.r014	tag_18_08	14	Other utility (not a special built-in) error	620cb99732711ddb91635901a2dc75e3455b03dd51ae29a57be8532994d8ef4f	Return command statuses and handle shell errors without masking specified diagnostics, abort behavior, or continuation behavior.	open	missing:tag_18_08.r014_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_08.r014.
tag_18_08.r015	tag_18_08	15	shall not exit	642eb10df1a7172dc591ffacb5165a3c8f107d8562ada24ccfaf75ce3f3ce770	Return command statuses and handle shell errors without masking specified diagnostics, abort behavior, or continuation behavior.	open	missing:tag_18_08.r015_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_08.r015.
tag_18_08.r016	tag_18_08	16	shall not exit	642eb10df1a7172dc591ffacb5165a3c8f107d8562ada24ccfaf75ce3f3ce770	Return command statuses and handle shell errors without masking specified diagnostics, abort behavior, or continuation behavior.	open	missing:tag_18_08.r016_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_08.r016.
tag_18_08.r017	tag_18_08	17	no2	83ee2e181714a43a8f8192ea0e048c452396e9d335f3590befd0bfa5f508a2c5	Return command statuses and handle shell errors without masking specified diagnostics, abort behavior, or continuation behavior.	open	missing:tag_18_08.r017_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_08.r017.
